x;.;gravity;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;_;x;x;x;.;.;.;.;.;.;.;.;.;x;
x;.;.;.;MyObjectBuilder_Collector/Collector;.;.;.;.;.;.;.;.;.;.;.;.;.;.;gravity;.;MyObjectBuilder_CargoContainer/LargeBlockSmallContainer;.;MyObjectBuilder_Cockpit/LargeBlockCockpitSeat;.;.;.;.;.;.;x;.;.;.;.;x;.;x;x;x;.;.;.;.;.;.;.;.;gravity;.;.;x;
x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;x;.;x;.;MyObjectBuilder_ConveyorConnector/ConveyorTubeCurved;.;.;.;.;.;.;.;.;.;x;
x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;.;.;.;x;x;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;
x;.;.;.;x;x;x;x;x;.;.;.;.;.;.;.;.;x;x;x;.;.;.;.;.;.;.;.;.;.;.;x;x;_;_;x;.;x;.;.;.;.;.;.;.;.;.;.;.;.;.;x;
x;x;.;.;x;_;_;_;x;.;.;.;.;.;.;.;.;x;x;.;.;.;.;.;.;.;MyObjectBuilder_BatteryBlock/LargeBlockBatteryBlock;.;.;.;.;.;x;x;x;x;x;x;.;.;.;.;MyObjectBuilder_ShipConnector/Connector;.;.;.;.;.;.;.;.;x;
x;.;.;.;x;x;_;x;x;.;.;.;.;.;.;.;x;x;x;x;.;.;.;MyObjectBuilder_Gyro/LargeBlockGyro;.;.;.;.;.;.;.;.;.;.;x;x;x;x;.;.;.;.;.;.;.;x;.;.;.;.;.;x;
x;.;.;.;.;x;x;x;.;.;.;.;.;.;.;x;x;_;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;.;.;.;.;x;.;MyObjectBuilder_ShipConnector/Connector;.;.;.;x;
x;.;.;.;.;x;.;.;.;.;.;.;.;.;.;x;_;_;x;x;.;.;MyObjectBuilder_Assembler/BasicAssembler;.;.;.;.;.;.;.;.;.;.;gravity;.;.;x;.;.;.;.;MyObjectBuilder_Cockpit/LargeBlockCockpitSeat;.;.;.;.;.;.;.;.;.;x;
x;x;x;.;.;.;.;MyObjectBuilder_CryoChamber/LargeBlockCryoChamber;.;.;.;.;.;.;.;x;_;_;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;
_;_;x;x;x;x;.;.;.;.;.;.;.;.;.;x;_;_;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;gravity;.;.;.;x;x;x;_;
_;_;_;_;x;.;.;.;.;.;.;.;.;.;x;x;x;x;x;x;.;.;.;.;.;.;.;.;.;x;.;.;.;MyObjectBuilder_Gyro/LargeBlockGyro;.;.;x;x;x;x;x;x;.;.;.;.;.;.;.;x;x;x;
_;_;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;.;.;MyObjectBuilder_VirtualMass/VirtualMassLarge;.;x;x;.;.;.;.;x;x;_;_;_;_;x;.;.;.;.;.;.;.;.;.;x;
x;x;x;.;.;.;.;.;MyObjectBuilder_Cockpit/LargeBlockCockpitSeat;.;.;.;.;.;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;x;x;x;x;.;x;x;_;_;_;_;x;x;.;.;.;.;.;.;.;.;.;x;
x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;gravity;.;.;.;.;.;x;x;.;.;.;.;.;.;.;.;x;x;x;x;_;_;_;x;x;x;.;.;.;.;.;.;.;.;.;.;x;
x;.;.;.;.;.;.;.;.;.;.;x;x;x;.;.;.;.;.;.;.;x;x;x;x;x;x;.;.;.;.;x;.;x;x;x;x;x;x;.;.;.;.;MyObjectBuilder_Warhead/LargeWarhead;.;.;.;.;.;.;.;x;
x;.;.;.;.;.;.;.;.;.;.;x;_;x;.;.;.;.;MyObjectBuilder_ShipConnector/Connector;.;.;x;x;x;x;x;x;.;.;.;.;.;.;x;.;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;
x;.;.;MyObjectBuilder_Assembler/BasicAssembler;.;.;MyObjectBuilder_Warhead/LargeWarhead;.;.;.;.;x;x;x;x;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;.;.;.;.;.;.;.;MyObjectBuilder_Assembler/BasicAssembler;.;.;.;.;.;.;.;.;.;.;.;x;x;
x;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;
x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;MyObjectBuilder_Collector/Collector;.;.;gravity;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;MyObjectBuilder_ShipConnector/Connector;.;.;.;.;.;.;.;.;x;.;x;
x;x;x;x;x;x;.;.;.;MyObjectBuilder_Warhead/LargeWarhead;.;.;.;.;.;.;x;.;.;.;.;.;.;.;.;.;MyObjectBuilder_BatteryBlock/LargeBlockBatteryBlock;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;.;x;.;x;x;x;
x;.;.;.;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;.;.;.;.;x;x;_;x;x;x;.;.;.;x;
x;.;.;.;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;x;x;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;.;.;.;.;.;.;x;x;_;_;_;x;x;x;x;x;
x;.;.;.;x;_;x;.;.;.;gravity;.;.;.;.;.;.;.;.;x;x;x;x;.;x;x;x;x;.;.;.;.;.;x;.;.;.;.;.;.;gravity;.;.;x;x;x;x;x;x;.;.;x;
x;.;.;.;x;x;x;.;gravity;.;.;.;.;.;.;.;.;.;.;x;x;x;x;x;x;_;_;x;x;x;x;x;x;x;x;.;0;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;
x;x;x;x;x;x;.;.;.;.;.;x;.;.;.;.;.;.;.;.;.;.;.;x;x;x;x;x;x;x;_;_;_;_;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;
_;_;_;_;_;x;.;.;.;gravity;.;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;_;_;x;x;.;.;.;gravity;.;.;.;.;MyObjectBuilder_ShipConnector/Connector;.;.;.;.;x;x;x;
_;_;_;_;_;x;.;.;.;.;.;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;x;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;x;_;_;
_;_;_;_;x;x;.;.;.;.;.;x;.;.;.;MyObjectBuilder_MergeBlock/LargeShipMergeBlock;.;.;.;.;.;.;.;.;.;.;.;.;MyObjectBuilder_CryoChamber/LargeBlockCryoChamber;.;.;.;.;.;.;x;x;.;.;.;.;.;.;.;.;.;MyObjectBuilder_Gyro/LargeBlockGyro;.;.;x;_;_;
_;_;_;x;x;.;.;.;.;.;.;x;.;.;.;.;.;.;.;x;x;x;x;x;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;_;_;
_;_;_;x;.;.;.;.;.;.;.;x;.;.;.;.;.;.;.;x;_;_;_;x;.;.;MyObjectBuilder_Gyro/LargeBlockGyro;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;MyObjectBuilder_ReflectorLight/LargeBlockFrontLight;.;.;.;x;_;_;
_;_;_;x;x;.;.;.;.;.;x;x;x;.;.;.;.;x;x;x;_;_;_;x;x;.;.;.;gravity;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;x;_;_;
_;_;_;_;x;x;x;x;x;x;x;_;x;x;x;x;x;x;_;_;_;_;_;_;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;_;_;
