button0,door0
button0,door1
button1,door2
button1,door3
button2,door4
button2,door5
button3,door6
button3,door7
button4,door8
button5,door9
button5,door10
button6,door11
button6,door12
button7,door13
button7,door14
button8,door15
button8,door16
button9,door17
button10,door18
button10,door19
button11,door20
button11,door21
button12,door22
button12,door23
button13,door24
button13,door25
button14,door26
button15,door27
button15,door28
button16,door29
button16,door30
button17,door31
button17,door32
button18,door33
button18,door34
button19,door35
button20,door36
button21,door37
button22,door38
button23,door39
|w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w,w,w,w,w,w,f,w,w,w,w
w,w,w,w,w,f:d>s^door28,w,w,w,w,w,w,w,w,w,f:d>s^door30,w,w,w,w,w,w,w,w,w,f:d>s^door32,w,w,w,w,w,w,w,w,w,f:d>s^door34,w,w,w,w,w,w,w,w,w,f:d>s^door35,w,w,w,w
w,f,f,f,f,f:b^button20,f,f,f,w,w,f,f,f,f,f,f,f,f:b^button21,w,w,f,f:b^button22,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,f,f:d>e^door36,f,f,f,f,f,f,f,f,f,f:d>e^door37,f,f,f,f,f,f,f,f,f,f:d>e^door38,f,f,f,f,f,f,f,f,f,f:d>e^door39,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f:b^button23,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w,w,f,f,f,f,f,f,f,f,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
